GC	overallBiases	overallSkews	AT1	GC1	AT2	GC2	AT4	GC4	aaAvgCost	aaAvgCost_Aer_Het	aaAvgCost_An_Het	aaAvgCost_Aer_Phot	aaAvgCost_An_Phot
73.899445	85	0.7	0.66542107	0.77794546	0.84710747	0.35481694	0.6966773	0.7010798	18.059883	17.890339	4.8737283	17.931677	4.9155593
73.899445	90	0.8	0.7700039	0.8579851	0.9058264	0.5452425	0.80371773	0.80063516	17.611908	17.357107	4.6683764	17.385511	4.6969004
73.99944	10	-0.8	-0.8000949	-0.79601175	-0.8597187	-0.8772103	-0.8006281	-0.7993248	22.160112	21.95285	5.8281612	22.096125	6.0701275
73.99944	15	-0.7	-0.70144	-0.6904631	-0.790607	-0.83889675	-0.69833875	-0.6993493	22.121876	21.935598	5.947203	22.080864	6.176103
73.99944	20	-0.6	-0.6024412	-0.5836398	-0.7011575	-0.79950625	-0.60017514	-0.5987373	22.036627	21.854708	6.038013	21.999899	6.25321
73.99944	25	-0.5	-0.5031417	-0.47413737	-0.5943582	-0.75846696	-0.50190485	-0.500921	21.910576	21.754417	6.09495	21.897667	6.295031
73.99944	30	-0.4	-0.40578693	-0.36610353	-0.48397356	-0.7102983	-0.40085053	-0.39693457	21.766075	21.634382	6.1110973	21.777067	6.300566
73.99944	35	-0.3	-0.3087342	-0.25425103	-0.345513	-0.6585993	-0.3012327	-0.299954	21.573042	21.479187	6.117625	21.616352	6.2925787
73.99944	40	-0.2	-0.21268173	-0.14214838	-0.21101561	-0.6055121	-0.19900051	-0.20213689	21.33378	21.249535	6.093736	21.38135	6.2545443
73.99944	45	-0.1	-0.11642059	-0.03159037	-0.06261727	-0.54247475	-0.09990311	-0.10098143	21.082087	21.032448	6.029552	21.159018	6.178914
73.99944	50	0.0	-0.019085053	0.07689862	0.08004471	-0.4669548	-0.0015754664	0.0025796203	20.791107	20.767479	5.9538455	20.886219	6.089801
73.99944	55	0.1	0.075623065	0.18862228	0.22118694	-0.38880083	0.10163376	0.098217726	20.48148	20.468512	5.8568306	20.578901	5.979604
73.99944	60	0.2	0.17025366	0.2941336	0.36137882	-0.298516	0.19990116	0.20138289	20.140406	20.144604	5.7236176	20.24665	5.834498
73.99944	65	0.3	0.2685377	0.40018567	0.48184255	-0.20131773	0.29584417	0.30113643	19.73917	19.730171	5.5866885	19.820206	5.6827526
73.99944	70	0.4	0.36515474	0.50215554	0.59071684	-0.08732789	0.39834234	0.39999756	19.358158	19.348766	5.419841	19.428553	5.5033655
73.99944	75	0.5	0.4609931	0.5979007	0.690402	0.045393366	0.5004526	0.50114244	18.948591	18.908688	5.2562737	18.975967	5.3257155
73.99944	80	0.6	0.56404346	0.6900463	0.77129465	0.19263633	0.5991695	0.6005754	18.490252	18.392895	5.0570884	18.447405	5.112644
73.99944	85	0.7	0.6644554	0.77765214	0.8468035	0.35530716	0.6977336	0.70031035	18.050316	17.88894	4.862606	17.930588	4.9047318
73.99944	90	0.8	0.7691941	0.85854673	0.90633285	0.54327756	0.8016402	0.80013424	17.602207	17.351221	4.6643667	17.37936	4.692639
74.09944	10	-0.8	-0.80071133	-0.795699	-0.85404587	-0.88118553	-0.79934114	-0.7991907	22.167294	21.95955	5.831366	22.102154	6.0719953
74.09944	15	-0.7	-0.6999334	-0.689862	-0.7957784	-0.8411341	-0.7000509	-0.70040804	22.11219	21.901707	5.953022	22.046227	6.1798863
74.09944	20	-0.6	-0.60147667	-0.582584	-0.7091604	-0.8018567	-0.6002194	-0.6007936	22.036633	21.838665	6.046807	21.983969	6.2617235
74.09944	25	-0.5	-0.50255036	-0.47501433	-0.6052419	-0.75606567	-0.50040644	-0.4986089	21.909744	21.741158	6.0901933	21.885658	6.291867
74.09944	30	-0.4	-0.40561724	-0.3636843	-0.48684138	-0.7091183	-0.39977616	-0.40317515	21.74149	21.60004	6.1172295	21.740814	6.304277
74.09944	35	-0.3	-0.3087055	-0.2541137	-0.34927407	-0.6614215	-0.30007344	-0.29918897	21.585342	21.458298	6.1340313	21.596193	6.309382
74.09944	40	-0.2	-0.21273729	-0.14383312	-0.20648213	-0.6078672	-0.19996135	-0.19730014	21.339	21.24656	6.0863833	21.379137	6.2484384
74.09944	45	-0.1	-0.11647443	-0.032527924	-0.06161469	-0.5419504	-0.10022776	-0.098265	21.058752	20.996304	6.0284796	21.121843	6.176298
74.09944	50	0.0	-0.020215804	0.07909756	0.08053042	-0.47390983	0.0012657436	-2.8405056E-4	20.770979	20.743471	5.9418054	20.862598	6.0779095
74.09944	55	0.1	0.07361588	0.18895963	0.23496386	-0.39046755	0.097749434	0.09778943	20.48467	20.46143	5.8589854	20.572083	5.9824367
74.09944	60	0.2	0.17173916	0.29527494	0.36226067	-0.3019765	0.19729961	0.20031036	20.128721	20.1237	5.7247686	20.22543	5.83514
74.09944	65	0.3	0.26581198	0.39958408	0.48480958	-0.19811937	0.3007213	0.29973665	19.74132	19.73573	5.5776443	19.826078	5.673611
74.09944	70	0.4	0.36369598	0.50082195	0.5922233	-0.083402164	0.40024444	0.4003542	19.350458	19.330568	5.421763	19.409801	5.5047545
74.09944	75	0.5	0.4624589	0.5979743	0.6885082	0.044324346	0.49963075	0.50064147	18.922482	18.87447	5.246665	18.941572	5.316074
74.09944	80	0.6	0.5615648	0.6912953	0.77466017	0.18632902	0.5989139	0.600434	18.501421	18.413792	5.0597587	18.46866	5.1156917
74.09944	85	0.7	0.66422164	0.7781705	0.84744304	0.35295305	0.69917655	0.69945693	18.047846	17.89116	4.8587565	17.933178	4.90125
74.09944	90	0.8	0.7691097	0.85856843	0.9072589	0.54176617	0.802119	0.80066985	17.573776	17.316668	4.6551056	17.344263	4.682844
74.19944	10	-0.8	-0.8008177	-0.7959506	-0.85694003	-0.87788844	-0.7992046	-0.79932725	22.13735	21.909204	5.831269	22.050184	6.0691414
74.19944	15	-0.7	-0.69942874	-0.6905376	-0.79127765	-0.83685976	-0.70246625	-0.699693	22.070442	21.844858	5.944577	21.987774	6.1688
74.19944	20	-0.6	-0.60331005	-0.5827719	-0.6993121	-0.7973757	-0.5976887	-0.60156906	22.008282	21.802176	6.0378017	21.945759	6.249865
74.19944	25	-0.5	-0.502939	-0.47426635	-0.6109959	-0.75824624	-0.49893606	-0.5006454	21.901718	21.718906	6.09971	21.861935	6.2991567
74.19944	30	-0.4	-0.40594095	-0.36581716	-0.48007858	-0.7098085	-0.40060163	-0.3982629	21.720749	21.566608	6.112564	21.706474	6.298274
74.19944	35	-0.3	-0.30828008	-0.25436535	-0.35048562	-0.6627603	-0.3009585	-0.29891226	21.569794	21.43665	6.128427	21.574173	6.303157
74.19944	40	-0.2	-0.21003816	-0.1434499	-0.20921059	-0.60353935	-0.20472388	-0.19938797	21.331709	21.229591	6.0918007	21.361576	6.2524257
74.19944	45	-0.1	-0.11725656	-0.032118566	-0.058023553	-0.5412483	-0.09905056	-0.09928745	21.063286	20.996025	6.034119	21.121485	6.1818814
74.19944	50	0.0	-0.021095045	0.07777183	0.087436065	-0.4697117	4.159179E-4	0.002087	20.780619	20.734638	5.9525337	20.853127	6.0879707
74.19944	55	0.1	0.07441629	0.18746355	0.22838171	-0.3898128	0.09975955	0.100804016	20.440744	20.415813	5.844717	20.52525	5.966772
74.19944	60	0.2	0.16894865	0.29588518	0.3600336	-0.30255666	0.20506698	0.19741969	20.117569	20.112753	5.72058	20.21384	5.830588
74.19944	65	0.3	0.2651847	0.40053913	0.4851837	-0.20344388	0.301233	0.3007148	19.771315	19.759773	5.583128	19.851618	5.6808777
74.19944	70	0.4	0.36229685	0.5010198	0.596704	-0.08518252	0.39981225	0.39929935	19.321436	19.311712	5.4031763	19.390688	5.4858456
74.19944	75	0.5	0.460542	0.5987481	0.6893062	0.03966599	0.50218236	0.5015795	18.904062	18.862701	5.2313275	18.929665	5.300379
74.19944	80	0.6	0.56055707	0.69037133	0.77533895	0.1888243	0.6021093	0.6008896	18.457735	18.375032	5.032836	18.42949	5.088341
74.19944	85	0.7	0.6620346	0.77798915	0.84785974	0.35296404	0.7000614	0.70075417	18.043116	17.878859	4.8602624	17.920446	4.9022436
74.19944	90	0.8	0.7714352	0.85903	0.9069139	0.53785485	0.7973588	0.8014915	17.571056	17.326773	4.648005	17.355085	4.6764693
74.29944	10	-0.8	-0.8008753	-0.7957784	-0.8617571	-0.87872356	-0.7994116	-0.79984903	22.129446	21.886827	5.830202	22.02775	6.0675616
74.29944	15	-0.7	-0.70138913	-0.6901093	-0.78587854	-0.83752364	-0.699407	-0.70077074	22.069271	21.827223	5.9549365	21.969135	6.1782117
74.29944	20	-0.6	-0.6000939	-0.5834948	-0.70316565	-0.79907537	-0.60372674	-0.59930086	21.988955	21.755785	6.0465817	21.898397	6.25687
74.29944	25	-0.5	-0.50263226	-0.4741882	-0.605574	-0.7552509	-0.50109667	-0.501665	21.896137	21.69952	6.098367	21.842106	6.2970796
74.29944	30	-0.4	-0.4073186	-0.3642321	-0.4879508	-0.7145119	-0.39525366	-0.4012795	21.737375	21.565233	6.1220846	21.705648	6.308407
74.29944	35	-0.3	-0.30929402	-0.25453275	-0.35264602	-0.6606944	-0.2982808	-0.2996072	21.532001	21.397524	6.1134334	21.533731	6.286157
74.29944	40	-0.2	-0.21270971	-0.14420108	-0.21550786	-0.60345507	-0.19643684	-0.19776288	21.278868	21.175331	6.0778704	21.30549	6.237151
74.29944	45	-0.1	-0.117015235	-0.032076824	-0.057480376	-0.54137963	-0.09969821	-0.10024867	21.051746	20.971863	6.0344825	21.096704	6.1816964
74.29944	50	0.0	-0.021286324	0.07860565	0.08968516	-0.47432363	-3.6112987E-4	9.0391125E-4	20.776443	20.727888	5.951106	20.846235	6.0862226
74.29944	55	0.1	0.074846216	0.1876467	0.22115995	-0.39359555	0.10337558	0.09974353	20.441393	20.425255	5.83477	20.535252	5.956945
74.29944	60	0.2	0.1703185	0.29470482	0.3684239	-0.30145332	0.19534011	0.20180187	20.09335	20.08093	5.7132497	20.18113	5.8223653
74.29944	65	0.3	0.2671428	0.39928076	0.4878445	-0.19855474	0.29503685	0.3009666	19.736538	19.721584	5.5801	19.811954	5.676443
74.29944	70	0.4	0.36251426	0.5015412	0.5947635	-0.08799009	0.39798993	0.3999036	19.344088	19.319506	5.411437	19.399666	5.4952674
74.29944	75	0.5	0.46059716	0.5986203	0.68859667	0.041926757	0.5037602	0.49906254	18.902845	18.861422	5.229289	18.928564	5.298504
74.29944	80	0.6	0.5611982	0.6910374	0.7765579	0.18609631	0.59699345	0.60080576	18.47776	18.377747	5.050212	18.432701	5.106266
74.29944	85	0.7	0.6629497	0.7794745	0.8483454	0.34751993	0.70045847	0.6991339	18.003954	17.850582	4.841589	17.891611	4.883045
74.29944	90	0.8	0.77005404	0.85962725	0.9078272	0.53818893	0.798616	0.7983416	17.53944	17.303135	4.626452	17.331139	4.6545835
74.39944	10	-0.8	-0.8005369	-0.79559207	-0.8635908	-0.87993854	-0.79836565	-0.79976267	22.121664	21.86115	5.8390903	22.001278	6.075235
74.39944	15	-0.7	-0.7011951	-0.6906492	-0.78576493	-0.8375538	-0.6993529	-0.6996228	22.061483	21.801405	5.955638	21.94252	6.1769443
74.39944	20	-0.6	-0.6024867	-0.5835933	-0.69854903	-0.8002905	-0.5991323	-0.59940416	22.005028	21.759418	6.050479	21.902523	6.261755
74.39944	25	-0.5	-0.5054401	-0.47413802	-0.6024916	-0.7564828	-0.4948447	-0.50137186	21.855288	21.64435	6.0945044	21.784805	6.29035
74.39944	30	-0.4	-0.40495557	-0.36417714	-0.48259404	-0.71840775	-0.40233546	-0.40060246	21.717474	21.537392	6.1239367	21.677038	6.3089
74.39944	35	-0.3	-0.30913568	-0.25393125	-0.35117665	-0.6600474	-0.29945558	-0.30200103	21.510736	21.360819	6.116686	21.496025	6.287614
74.39944	40	-0.2	-0.21310517	-0.14226244	-0.20455	-0.60887057	-0.19963734	-0.20198932	21.315924	21.19159	6.099956	21.322296	6.2593255
74.39944	45	-0.1	-0.11463949	-0.03237723	-0.06790542	-0.5424491	-0.10145017	-0.09921896	21.0347	20.951931	6.021095	21.076586	6.1677237
74.39944	50	0.0	-0.021409554	0.078596644	0.086373374	-0.4684566	9.541007E-4	-0.0022850211	20.730373	20.678942	5.9333887	20.796335	6.067375
74.39944	55	0.1	0.074361034	0.18839477	0.2279738	-0.3902564	0.100189954	0.09730912	20.42414	20.392971	5.835697	20.502241	5.9571366
74.39944	60	0.2	0.16908136	0.29519838	0.3650471	-0.30190775	0.2007945	0.19841304	20.088766	20.077837	5.717049	20.177666	5.825302
74.39944	65	0.3	0.26676288	0.40056887	0.48363936	-0.20487913	0.29904792	0.29976776	19.702457	19.690384	5.5640883	19.780087	5.6594024
74.39944	70	0.4	0.35950062	0.5013117	0.597988	-0.09068058	0.4061486	0.40098527	19.309307	19.28595	5.4042306	19.364264	5.486122
74.39944	75	0.5	0.4616437	0.5985925	0.6871451	0.042447254	0.50189954	0.4986976	18.870483	18.824493	5.2172794	18.890936	5.2858896
74.39944	80	0.6	0.56097037	0.6918422	0.7774443	0.18579766	0.5977855	0.5987105	18.452396	18.358013	5.0394187	18.411802	5.0942564
74.39944	85	0.7	0.6646458	0.7780236	0.84780216	0.3497519	0.6956844	0.7014693	17.996038	17.839025	4.836017	17.880264	4.8776817
74.39944	90	0.8	0.76791584	0.85959285	0.908107	0.5363157	0.80285776	0.7991687	17.54796	17.3171	4.632687	17.345154	4.6608853
74.499435	10	-0.8	-0.8005198	-0.7952167	-0.863184	-0.8778797	-0.7995817	-0.801276	22.103811	21.814306	5.8372574	21.95374	6.071179
74.499435	15	-0.7	-0.7005276	-0.6899892	-0.78760153	-0.8413628	-0.70139736	-0.7006572	22.045328	21.76532	5.959745	21.905998	6.180527
74.499435	20	-0.6	-0.60189694	-0.5832842	-0.7026101	-0.8007171	-0.59980565	-0.60000753	21.961796	21.707397	6.0445457	21.848322	6.2520695
74.499435	25	-0.5	-0.50278634	-0.47580126	-0.6035712	-0.75839645	-0.5012869	-0.4975582	21.858032	21.635267	6.0994415	21.775715	6.294458
74.499435	30	-0.4	-0.4077096	-0.36465335	-0.47995314	-0.71236247	-0.39642936	-0.40100536	21.707676	21.522327	6.1208014	21.660534	6.304307
74.499435	35	-0.3	-0.30972555	-0.25445706	-0.3474164	-0.6646191	-0.29752678	-0.29968676	21.491268	21.338541	6.109559	21.47258	6.279433
74.499435	40	-0.2	-0.21184309	-0.14354293	-0.21193801	-0.6077407	-0.19939359	-0.19824305	21.277887	21.157736	6.076942	21.288132	6.2361555
74.499435	45	-0.1	-0.11596088	-0.03154979	-0.06376522	-0.5413434	-0.10049129	-0.103209846	21.015007	20.92447	6.023393	21.04824	6.169005
74.499435	50	0.0	-0.02209098	0.0774424	0.08596231	-0.47181687	0.0038062367	0.0012392912	20.70413	20.641272	5.9367075	20.757263	6.0693054
74.499435	55	0.1	0.07397216	0.18858778	0.23107308	-0.3968225	0.10045947	0.10011317	20.435017	20.39114	5.8425393	20.500637	5.964324
74.499435	60	0.2	0.16920394	0.29549566	0.36975265	-0.30305064	0.19790272	0.19798078	20.050285	20.02957	5.7071977	20.128084	5.8138986
74.499435	65	0.3	0.26596728	0.39989057	0.48615307	-0.20539087	0.29995754	0.3000644	19.670506	19.666697	5.551243	19.755608	5.645666
74.499435	70	0.4	0.36153993	0.5009672	0.595299	-0.09187772	0.40204385	0.40307355	19.312298	19.294245	5.400313	19.373272	5.483029
74.499435	75	0.5	0.4607731	0.5983477	0.69478244	0.038124125	0.49605915	0.50148255	18.873455	18.82024	5.220098	18.887049	5.288952
74.499435	80	0.6	0.5610433	0.69095474	0.77383685	0.18666087	0.5994895	0.6002938	18.426113	18.327871	5.025477	18.381525	5.0800743
74.499435	85	0.7	0.66070706	0.77822083	0.84861296	0.34954265	0.70004994	0.700579	17.998678	17.839851	4.8332887	17.881378	4.875268
74.499435	90	0.8	0.7679989	0.8591686	0.9079931	0.53752214	0.8000853	0.79969645	17.532967	17.305058	4.622746	17.333244	4.651066
74.599434	10	-0.8	-0.80048287	-0.79537576	-0.8562886	-0.87718683	-0.79964256	-0.80089676	22.080288	21.78746	5.8369966	21.925291	6.0688357
74.599434	15	-0.7	-0.7000253	-0.69079024	-0.79335636	-0.83864224	-0.70117545	-0.69940156	22.041412	21.752247	5.960227	21.89265	6.1798964
74.599434	20	-0.6	-0.6018711	-0.58299714	-0.70320964	-0.80106586	-0.60030323	-0.60090226	21.979097	21.71633	6.0499387	21.857862	6.25824
74.599434	25	-0.5	-0.5026899	-0.47503513	-0.5992287	-0.75588167	-0.5024912	-0.5005417	21.854132	21.607948	6.1085443	21.747658	6.3030243
74.599434	30	-0.4	-0.40703523	-0.36487827	-0.47630766	-0.71520334	-0.39860865	-0.4002992	21.67803	21.47795	6.119477	21.615282	6.30148
74.599434	35	-0.3	-0.3085562	-0.2560309	-0.34978753	-0.6628627	-0.30060518	-0.2955535	21.507898	21.330544	6.1178584	21.465239	6.288175
74.599434	40	-0.2	-0.21452926	-0.14209059	-0.19509663	-0.60700315	-0.19680835	-0.20233977	21.27622	21.154034	6.0850425	21.283283	6.242533
74.599434	45	-0.1	-0.118169546	-0.0326967	-0.04532355	-0.54154164	-0.10098592	-0.10071797	21.005434	20.89825	6.017299	21.021618	6.1622367
74.599434	50	0.0	-0.022711523	0.07736398	0.0952381	-0.47125667	0.0015314665	0.0012298865	20.727966	20.661127	5.9369698	20.777842	6.070461
74.599434	55	0.1	0.07223166	0.18699704	0.23519267	-0.3893783	0.102668166	0.09909097	20.423069	20.37255	5.8353486	20.481792	5.9566917
74.599434	60	0.2	0.16873871	0.29472902	0.36959627	-0.29956788	0.19955856	0.19840042	20.046915	20.022253	5.7022333	20.12068	5.808914
74.599434	65	0.3	0.26613703	0.40062073	0.4821271	-0.20757096	0.30285764	0.2996196	19.683514	19.664183	5.552911	19.753807	5.648017
74.599434	70	0.4	0.36189377	0.4998694	0.60182095	-0.08700876	0.39703292	0.40211028	19.28694	19.249025	5.3947434	19.326933	5.4762015
74.599434	75	0.5	0.4601027	0.5984834	0.6922599	0.04008053	0.49894413	0.4989936	18.859798	18.814137	5.208971	18.880665	5.277562
74.599434	80	0.6	0.55933416	0.6918692	0.7768581	0.18198359	0.6010618	0.59832364	18.433294	18.34883	5.017523	18.403748	5.0734134
74.599434	85	0.7	0.6614916	0.77837276	0.8488035	0.34754375	0.70097893	0.7000377	17.976019	17.830593	4.8186016	17.872139	4.8605986
74.599434	90	0.8	0.7686666	0.8591746	0.9082097	0.5365734	0.7974966	0.8001801	17.492804	17.259096	4.6028786	17.2868	4.6307387
74.69943	10	-0.8	-0.8013346	-0.7956669	-0.8550619	-0.8798307	-0.79915464	-0.79999596	22.05995	21.749166	5.8379	21.885815	6.067967
74.69943	15	-0.7	-0.7004864	-0.69147706	-0.7875559	-0.8382669	-0.7015974	-0.69795644	22.025908	21.724981	5.9589005	21.864422	6.1774235
74.69943	20	-0.6	-0.6018212	-0.5831692	-0.6995072	-0.7995053	-0.6008966	-0.6006187	21.93643	21.661255	6.0443263	21.801022	6.250372
74.69943	25	-0.5	-0.5029726	-0.47479928	-0.60407156	-0.7576862	-0.50038385	-0.5003887	21.821632	21.573885	6.101568	21.712378	6.293894
74.69943	30	-0.4	-0.40562698	-0.3640552	-0.4798648	-0.7166711	-0.40060174	-0.40121853	21.689888	21.468838	6.1241984	21.6075	6.3071976
74.69943	35	-0.3	-0.30892888	-0.25427526	-0.3440885	-0.66382587	-0.29959932	-0.3005251	21.483913	21.29781	6.1212807	21.43091	6.2895737
74.69943	40	-0.2	-0.2136951	-0.14388256	-0.20107007	-0.6067622	-0.1985113	-0.19885604	21.261461	21.116776	6.0797863	21.246191	6.236908
74.69943	45	-0.1	-0.11796415	-0.03250286	-0.046822336	-0.5448694	-0.100146264	-0.09926942	20.978924	20.873371	6.0155325	20.995815	6.1597123
74.69943	50	0.0	-0.02152263	0.07857237	0.08997669	-0.47323754	0.0014712081	-0.0011020794	20.7231	20.642746	5.947628	20.758776	6.0800204
74.69943	55	0.1	0.07310433	0.18800952	0.2326199	-0.39615995	0.102195606	0.09897311	20.410198	20.35328	5.8265166	20.462555	5.947489
74.69943	60	0.2	0.16950634	0.29444247	0.3662191	-0.3026196	0.1998192	0.19994906	20.021841	19.996422	5.695321	20.094393	5.8014555
74.69943	65	0.3	0.26519692	0.400593	0.4897435	-0.2097559	0.29894125	0.3007776	19.665482	19.644154	5.5501623	19.733107	5.644624
74.69943	70	0.4	0.36236364	0.5005478	0.5987132	-0.088008516	0.39695963	0.40004906	19.258	19.235199	5.3833785	19.31289	5.464452
74.69943	75	0.5	0.46082467	0.5989744	0.69126266	0.0386569	0.49947846	0.49825457	18.86295	18.818922	5.2023892	18.886282	5.271866
74.69943	80	0.6	0.55858546	0.69056654	0.7784674	0.18486853	0.5992584	0.59953237	18.395327	18.31337	5.0098314	18.36658	5.0640597
74.69943	85	0.7	0.6610708	0.7773913	0.85101384	0.3470165	0.70015895	0.70220155	17.943329	17.803095	4.802788	17.844154	4.8442664
74.69943	90	0.8	0.76874113	0.8597078	0.90817666	0.53329456	0.79862726	0.800411	17.496675	17.270147	4.603187	17.298126	4.631342
74.79943	10	-0.8	-0.8004709	-0.7957288	-0.8570681	-0.8799627	-0.8003466	-0.7999558	22.050816	21.720985	5.8396397	21.85741	6.069169
74.79943	15	-0.7	-0.6995898	-0.6915688	-0.8008346	-0.8395444	-0.7017161	-0.69772494	22.027876	21.70659	5.971157	21.845604	6.1888046
74.79943	20	-0.6	-0.6009813	-0.58313435	-0.70437735	-0.8037092	-0.602073	-0.60069436	21.939775	21.631042	6.0551925	21.770622	6.2600274
74.79943	25	-0.5	-0.502565	-0.47448614	-0.60401446	-0.7621828	-0.501225	-0.5000024	21.822346	21.55299	6.105639	21.691841	6.298337
74.79943	30	-0.4	-0.40501386	-0.36535823	-0.46897522	-0.7143203	-0.40535894	-0.39979494	21.639973	21.403128	6.1189337	21.538944	6.297958
74.79943	35	-0.3	-0.3070878	-0.25417984	-0.34481686	-0.6632926	-0.30582386	-0.30053163	21.467367	21.273764	6.119786	21.406652	6.28757
74.79943	40	-0.2	-0.21528757	-0.14250705	-0.2011964	-0.6135049	-0.19396451	-0.20047583	21.255394	21.102148	6.0845246	21.231138	6.2414155
74.79943	45	-0.1	-0.117434904	-0.03165398	-0.05587559	-0.5440392	-0.09918149	-0.10266259	20.991112	20.878721	6.0200944	21.001453	6.164024
74.79943	50	0.0	-0.02179275	0.078184895	0.09801315	-0.47565556	-0.0023411345	6.8367727E-4	20.713602	20.623892	5.9427366	20.740353	6.0755224
74.79943	55	0.1	0.07420545	0.18749927	0.2354898	-0.39351666	0.09802289	0.099245794	20.369902	20.306656	5.825583	20.413498	5.944111
74.79943	60	0.2	0.17096025	0.29514062	0.3635823	-0.31083184	0.19870093	0.2012202	20.018953	19.985888	5.6926627	20.084421	5.7995415
74.79943	65	0.3	0.26437467	0.39981607	0.48913538	-0.2063688	0.3012801	0.30017203	19.667608	19.653273	5.5514994	19.742193	5.6460314
74.79943	70	0.4	0.36143157	0.4995264	0.6002519	-0.088378094	0.39999822	0.40344855	19.263048	19.22541	5.386318	19.303125	5.467554
74.79943	75	0.5	0.45990944	0.5989006	0.6946157	0.036955975	0.49933663	0.4990759	18.829279	18.777948	5.2012577	18.843899	5.2691765
74.79943	80	0.6	0.55937046	0.69175553	0.7751557	0.18121362	0.60237825	0.59816563	18.375568	18.288685	5.001723	18.342009	5.056048
74.79943	85	0.7	0.66149825	0.77877057	0.8489431	0.34672132	0.700587	0.69816995	17.946426	17.807852	4.8048644	17.849052	4.846483
74.79943	90	0.8	0.7675662	0.85949117	0.9084421	0.5322036	0.8007652	0.80030775	17.467072	17.249123	4.586231	17.277086	4.6142917
74.89943	10	-0.8	-0.800506	-0.7965181	-0.86350024	-0.87634814	-0.799695	-0.79878944	22.026642	21.673285	5.843137	21.80771	6.068774
74.89943	15	-0.7	-0.7007685	-0.6916453	-0.7882776	-0.8412418	-0.7003339	-0.697258	21.989332	21.657383	5.9628158	21.793968	6.1760807
74.89943	20	-0.6	-0.60248536	-0.5828668	-0.7037262	-0.7994518	-0.5997504	-0.6019416	21.91363	21.60864	6.044753	21.74723	6.2481647
74.89943	25	-0.5	-0.5025424	-0.47481716	-0.6041646	-0.7557026	-0.5019667	-0.5011317	21.79744	21.521746	6.1018424	21.659199	6.292823
74.89943	30	-0.4	-0.4072099	-0.3652862	-0.47081643	-0.7152112	-0.39950466	-0.3997596	21.64927	21.398817	6.1332574	21.53394	6.3117414
74.89943	35	-0.3	-0.3084179	-0.25513202	-0.34354794	-0.66396445	-0.30202478	-0.29879668	21.472633	21.261986	6.1200175	21.395245	6.2881136
74.89943	40	-0.2	-0.21300204	-0.1426882	-0.20016743	-0.61094904	-0.19935055	-0.20150113	21.241076	21.076887	6.088108	21.205109	6.2440925
74.89943	45	-0.1	-0.11762116	-0.031546913	-0.049132533	-0.54642314	-0.10130856	-0.10167891	20.955261	20.833904	6.0124793	20.955448	6.154934
74.89943	50	0.0	-0.021646524	0.078898445	0.09054493	-0.47662768	0.0012553873	-7.911731E-4	20.692707	20.597069	5.9373465	20.712679	6.068961
74.89943	55	0.1	0.07483664	0.18706064	0.23270844	-0.3953108	0.09875965	0.1013692	20.358303	20.304852	5.8208237	20.411795	5.939355
74.89943	60	0.2	0.16811554	0.29506063	0.36601612	-0.30977076	0.2030567	0.20205238	20.024223	19.981909	5.6950645	20.080338	5.8018713
74.89943	65	0.3	0.26409647	0.39929044	0.49250242	-0.20535539	0.29870197	0.30060956	19.647364	19.622997	5.5421543	19.711153	5.635737
74.89943	70	0.4	0.36181325	0.50138235	0.6002093	-0.09319528	0.39657858	0.40029898	19.256504	19.233	5.375898	19.311014	5.457384
74.89943	75	0.5	0.46153206	0.59932923	0.6914717	0.034320906	0.49532694	0.49959296	18.810696	18.756002	5.1889305	18.821905	5.2567577
74.89943	80	0.6	0.55660975	0.69186205	0.7799038	0.17698403	0.6017511	0.6006133	18.39522	18.310125	5.003163	18.364214	5.0583305
74.89943	85	0.7	0.6602623	0.7788428	0.8519008	0.34352407	0.7001069	0.7000438	17.94395	17.79898	4.7978806	17.840477	4.839826
74.89943	90	0.8	0.76720417	0.85998046	0.9100702	0.53131586	0.79941344	0.79936177	17.457973	17.248459	4.580632	17.27619	4.6084576
74.99943	10	-0.8	-0.8003071	-0.79525465	-0.8610356	-0.88085335	-0.7996483	-0.8007747	22.035599	21.665993	5.855027	21.800116	6.0800595
74.99943	15	-0.7	-0.7019184	-0.6901478	-0.78304994	-0.83869225	-0.69837517	-0.70093495	21.99124	21.64849	5.969996	21.784685	6.183171
74.99943	20	-0.6	-0.60188705	-0.5837027	-0.7068396	-0.8006244	-0.59849805	-0.59975684	21.916737	21.59031	6.0541086	21.728453	6.257003
74.99943	25	-0.5	-0.50329465	-0.4753145	-0.5944014	-0.75935584	-0.5021002	-0.49977133	21.796516	21.504494	6.106335	21.641779	6.2966423
74.99943	30	-0.4	-0.40648147	-0.3658985	-0.4811576	-0.7175103	-0.39746895	-0.39808235	21.632566	21.38345	6.121507	21.519035	6.3002653
74.99943	35	-0.3	-0.30818683	-0.25476116	-0.34240872	-0.66188836	-0.30270478	-0.30099234	21.435974	21.207756	6.1163545	21.339474	6.2824764
74.99943	40	-0.2	-0.21610023	-0.1431156	-0.19659802	-0.61061794	-0.19472173	-0.20079878	21.231894	21.060701	6.0822735	21.188183	6.2370315
74.99943	45	-0.1	-0.116691336	-0.031292304	-0.055425383	-0.545451	-0.100165814	-0.10333349	20.962915	20.830975	6.0152817	20.952896	6.158336
74.99943	50	0.0	-0.020888422	0.07721097	0.09029329	-0.47836575	-0.001092966	0.0035603892	20.680307	20.574286	5.9416156	20.689138	6.0723476
